RefSOUSSOUSDomaineF,RefSOUSDomaineF,Le_nom,Description,Notes,Nombre_avis,Duree,Niveau,Liens,MotsCles
CEGOS_DomaineF-08-01-08,CEGOS_DomaineF-08-01,"Partenariats de mécénat, fondations, collecte de fonds privés",,,,0,,https://www.cegos.fr/formations/communication/partenariats-de-mecenat-fondations-collecte-de-fonds-prives,"partenariats, fondations, collecte, fonds, prives"
CEGOS_DomaineF-08-01-09,CEGOS_DomaineF-08-01,La Responsabilité Sociétale des Entreprises (RSE) : définir une stratégie gagnante,,,,0,,https://www.cegos.fr/formations/direction-de-lentreprise-et-cadre-de-direction/la-responsabilite-societale-des-entreprises-rse-definir-une-strategie-gagnante,"responsabilite, societale, entreprises, rse, definir, strategie, gagnante"
CEGOS_DomaineF-08-01-10,CEGOS_DomaineF-08-01,Créer des contenus responsables et éthiques,,,,0,,https://www.cegos.fr/formations/communication/creer-des-contenus-responsables-et-ethiques,"contenus, responsables, ethiques"
CEGOS_DomaineF-08-01-11,CEGOS_DomaineF-08-01,Organiser des événements éco-responsables,,,,0,,https://www.cegos.fr/formations/communication/organiser-des-evenements-eco-responsables,"organiser, evenements, responsables"
CEGOS_DomaineF-08-01-12,CEGOS_DomaineF-08-01,Les fondamentaux juridiques du web et de la communication,,,,0,,https://www.cegos.fr/formations/communication/3h-chrono-pour-acquerir-les-fondamentaux-du-droit-dauteur-et-du-droit-a-limage,"fondamentaux, juridiques, web, communication"
CEGOS_DomaineF-08-01-13,CEGOS_DomaineF-08-01,Gérer l''e-réputation de son entreprise,,,,0,,https://www.cegos.fr/formations/communication/gerer-le-reputation-de-son-entreprise,"gerer, reputation, entreprise"
CEGOS_DomaineF-08-01-14,CEGOS_DomaineF-08-01,Réussir sa stratégie influenceurs,,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/reussir-sa-strategie-influenceurs-et-createurs-de-contenus-sur-les-medias-sociaux,"reussir, strategie, influenceurs"
CEGOS_DomaineF-08-01-15,CEGOS_DomaineF-08-01,Réussir ses interviews grâce au média training,,,,0,,https://www.cegos.fr/formations/communication/reussir-ses-interviews-grace-au-media-training,"reussir, interviews, grace, media"
CEGOS_DomaineF-08-01-16,CEGOS_DomaineF-08-01,Gérer les échanges avec un public hostile,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/gerer-les-echanges-avec-un-public-hostile,"gerer, echanges, public, hostile"
CEGOS_DomaineF-08-01-17,CEGOS_DomaineF-08-01,3h chrono pour communiquer dans l''urgence en cellule de crise,,,,0,,https://www.cegos.fr/formations/communication/3h-chrono-pour-communiquer-dans-lurgence-en-cellule-de-crise,"chrono, communiquer, urgence, cellule, crise"
CEGOS_DomaineF-08-01-18,CEGOS_DomaineF-08-01,Concevoir et déployer le plan de communication,,,,0,,https://www.cegos.fr/formations/communication/concevoir-et-deployer-le-plan-de-communication,"concevoir, deployer, plan, communication"
CEGOS_DomaineF-08-01-19,CEGOS_DomaineF-08-01,Dynamiser la communication interne,,,,0,,https://www.cegos.fr/formations/communication/dynamiser-la-communication-interne,"dynamiser, communication, interne"
CEGOS_DomaineF-08-01-20,CEGOS_DomaineF-08-01,Évaluer l''efficacité de vos actions de marketing et communication,,,,0,,https://www.cegos.fr/formations/communication/evaluer-lefficacite-de-vos-actions-de-marketing-et-communication,"evaluer, efficacite, actions, marketing, communication"
CEGOS_DomaineF-08-01-21,CEGOS_DomaineF-08-01,Renforcer l''impact des supports de communication,,,,0,,https://www.cegos.fr/formations/communication/renforcer-limpact-des-supports-de-communication,"renforcer, impact, supports, communication"
CEGOS_DomaineF-08-01-22,CEGOS_DomaineF-08-01,Réseaux sociaux niveau 2 - Stratégie de communication sur les médias sociaux,,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/reseaux-sociaux-niveau-2-strategie-de-communication-sur-les-medias-sociaux,"reseaux, sociaux, niveau, strategie, communication, sociaux"
CEGOS_DomaineF-08-01-23,CEGOS_DomaineF-08-01,Élaborer une stratégie d''inbound marketing,,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/elaborer-une-strategie-dinbound-marketing,"elaborer, strategie, inbound, marketing"
CEGOS_DomaineF-08-01-24,CEGOS_DomaineF-08-01,"Publicité sur le Web et les réseaux sociaux : SEA, Display, Social ads, Retargeting",,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/publicite-sur-le-web-et-les-reseaux-sociaux-sea-display-social-ads-retargeting,"publicite, reseaux, sociaux, sea, display, social, retargeting"
CEGOS_DomaineF-08-01-25,CEGOS_DomaineF-08-01,Mettre en œuvre son storytelling digital,,,,0,,https://www.cegos.fr/formations/communication/mettre-en-oeuvre-son-storytelling-digital,"mettre, oeuvre, storytelling, digital"
CEGOS_DomaineF-08-01-26,CEGOS_DomaineF-08-01,Créer et animer son podcast,,,,0,,https://www.cegos.fr/formations/communication/creer-et-animer-son-podcast,"animer, podcast"
CEGOS_DomaineF-08-01-27,CEGOS_DomaineF-08-01,Réussir son webinar,,,,0,,https://www.cegos.fr/formations/communication/reussir-son-webinar,"reussir, webinar"
CEGOS_DomaineF-08-01-28,CEGOS_DomaineF-08-01,Concevoir sa newsletter,,,,0,,https://www.cegos.fr/formations/communication/concevoir-sa-newsletter,"concevoir, newsletter"
CEGOS_DomaineF-08-01-29,CEGOS_DomaineF-08-01,Intégrer la vidéo dans sa stratégie de contenus,,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/integrer-la-video-dans-sa-strategie-de-contenus,"integrer, video, strategie, contenus"
CEGOS_DomaineF-08-01-30,CEGOS_DomaineF-08-01,Réussir ses campagnes emailing,,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/reussir-ses-campagnes-emailing,"reussir, campagnes, emailing"
CEGOS_DomaineF-08-01-31,CEGOS_DomaineF-08-01,"Les nouveaux défis de la communication interne : télétravail, RSE, collaboration",,,,0,,https://www.cegos.fr/formations/communication/les-nouveaux-defis-de-la-communication-interne-teletravail-rse-collaboration,"nouveaux, defis, communication, interne, teletravail, rse, collaboration"
CEGOS_DomaineF-08-01-32,CEGOS_DomaineF-08-01,Optimiser ses relations médias,,,,0,,https://www.cegos.fr/formations/communication/optimiser-ses-relations-medias,"optimiser, relations"
CEGOS_DomaineF-08-01-33,CEGOS_DomaineF-08-01,Valoriser son image professionnelle par son style,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/valoriser-son-image-professionnelle-par-son-style,"valoriser, image, professionnelle, style"
CEGOS_DomaineF-08-01-34,CEGOS_DomaineF-08-01,Les techniques d''écriture journalistique,,,,0,,https://www.cegos.fr/formations/communication/les-techniques-decriture-journalistique,"techniques, ecriture, journalistique"
CEGOS_DomaineF-08-01-35,CEGOS_DomaineF-08-01,Maîtriser les techniques de rewriting,,,,0,,https://www.cegos.fr/formations/communication/maitriser-les-techniques-de-rewriting,"maitriser, techniques, rewriting"
CEGOS_DomaineF-08-01-36,CEGOS_DomaineF-08-01,Rédiger pour le Web,,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/rediger-pour-le-web,"rediger, web"
CEGOS_DomaineF-08-01-37,CEGOS_DomaineF-08-01,Optimiser le référencement naturel (SEO),,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/optimiser-le-referencement-naturel-seo,"optimiser, referencement, naturel, seo"
CEGOS_DomaineF-08-01-38,CEGOS_DomaineF-08-01,Storytelling : créer une histoire captivante,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/storytelling-creer-une-histoire-captivante,"storytelling, histoire, captivante"
CEGOS_DomaineF-08-02-01,CEGOS_DomaineF-08-02,Adapter sa communication dans ses relations professionnelles,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/adapter-sa-communication-dans-ses-relations-professionnelles,"adapter, communication, relations, professionnelles"
CEGOS_DomaineF-08-02-02,CEGOS_DomaineF-08-02,Les bases de la prise de parole en public,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/les-bases-de-la-prise-de-parole-en-public,"bases, prise, parole, public"
CEGOS_DomaineF-08-02-03,CEGOS_DomaineF-08-02,S''entraîner à la prise de parole en public,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/sentrainer-a-la-prise-de-parole-en-public,"entrainer, prise, parole, public"
CEGOS_DomaineF-08-02-04,CEGOS_DomaineF-08-02,Se perfectionner à l''expression orale et à la prise de parole en public,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/se-perfectionner-a-lexpression-orale-et-a-la-prise-de-parole-en-public,"perfectionner, expression, orale, prise, parole, public"
CEGOS_DomaineF-08-02-05,CEGOS_DomaineF-08-02,Travailler sa voix pour s''affirmer à l''oral,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/travailler-sa-voix-pour-saffirmer-a-loral,"travailler, voix, affirmer, oral"
CEGOS_DomaineF-08-02-06,CEGOS_DomaineF-08-02,Aller à l''essentiel à l''écrit et à l''oral,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/aller-a-lessentiel-a-lecrit-et-a-loral,"aller, essentiel, ecrit, oral"
CEGOS_DomaineF-08-02-07,CEGOS_DomaineF-08-02,Renforcer ses compétences en synthèse orale,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/renforcer-ses-competences-en-synthese-orale,"renforcer, competences, synthese, orale"
CEGOS_DomaineF-08-02-08,CEGOS_DomaineF-08-02,Développer son esprit de synthèse à l''écrit et à l''oral,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/developper-son-esprit-de-synthese-a-lecrit-et-a-loral,"developper, esprit, synthese, ecrit, oral"
CEGOS_DomaineF-08-02-09,CEGOS_DomaineF-08-02,3h chrono pour valoriser son image en distanciel,,,,0,,https://www.cegos.fr/formations/travail-collaboratif-et-a-distance/3h-chrono-pour-valoriser-son-image-en-distanciel,"chrono, valoriser, image, distanciel"
CEGOS_DomaineF-08-02-10,CEGOS_DomaineF-08-02,Renforcer l''impact de ses prises de parole en public,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/renforcer-limpact-de-ses-prises-de-parole-en-public,"renforcer, impact, prises, parole, public"
CEGOS_DomaineF-08-02-11,CEGOS_DomaineF-08-02,Décoder la communication non verbale,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/decoder-la-communication-non-verbale,"decoder, communication, verbale"
CEGOS_DomaineF-08-02-12,CEGOS_DomaineF-08-02,Réussir ses présentations orales avec des supports visuels percutants,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/reussir-ses-presentations-orales-avec-des-supports-visuels-percutants,"reussir, presentations, orales, supports, visuels, percutants"
CEGOS_DomaineF-08-02-13,CEGOS_DomaineF-08-02,Prise de parole : captiver son auditoire,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/prise-de-parole-captiver-son-auditoire,"prise, parole, captiver, auditoire"
CEGOS_DomaineF-08-02-14,CEGOS_DomaineF-08-02,Improvisez avec aisance,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/improvisez-avec-aisance,"improvisez, aisance"
CEGOS_DomaineF-08-03-01,CEGOS_DomaineF-08-03,Être à l''aise à l''écrit : gagner en fluidité,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/etre-a-laise-a-lecrit-gagner-en-fluidite,"aise, ecrit, gagner, fluidite"
CEGOS_DomaineF-08-03-02,CEGOS_DomaineF-08-03,Faire passer ses messages à l''écrit,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/faire-passer-ses-messages-a-lecrit,"faire, passer, messages, ecrit"
CEGOS_DomaineF-08-03-03,CEGOS_DomaineF-08-03,Booster ses écrits professionnels avec l’IA,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/optimiser-la-redaction-de-ses-ecrits-professionnels-grace-a-lia,"booster, ecrits, professionnels"
CEGOS_DomaineF-08-03-04,CEGOS_DomaineF-08-03,3h chrono pour rédiger des e-mails synthétiques,,,,0,,https://www.cegos.fr/formations/communication/3h-chrono-pour-rediger-des-e-mails-synthetiques,"chrono, rediger, mails, synthetiques"
CEGOS_DomaineF-08-03-05,CEGOS_DomaineF-08-03,Les fondamentaux de la synthèse écrite et orale,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/les-fondamentaux-de-la-synthese-ecrite-et-orale,"fondamentaux, synthese, ecrite, orale"
CEGOS_DomaineF-08-03-06,CEGOS_DomaineF-08-03,Lire vite et retenir l''essentiel,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/lire-vite-et-retenir-lessentiel,"lire, retenir, essentiel"
CEGOS_DomaineF-08-03-07,CEGOS_DomaineF-08-03,Prendre des notes et rédiger des comptes rendus,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/prendre-des-notes-et-rediger-des-comptes-rendus,"prendre, notes, rediger, comptes, rendus"
CEGOS_DomaineF-08-03-08,CEGOS_DomaineF-08-03,Les fondamentaux de la prise de notes,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/les-fondamentaux-de-la-prise-de-notes,"fondamentaux, prise, notes"
CEGOS_DomaineF-08-03-09,CEGOS_DomaineF-08-03,Se réconcilier avec l''orthographe - Niveau 1 : les fondamentaux en langue française,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/se-reconcilier-avec-lorthographe-niveau-1-les-fondamentaux-en-langue-francaise,"reconcilier, orthographe, niveau, fondamentaux, langue, francaise"
CEGOS_DomaineF-08-03-10,CEGOS_DomaineF-08-03,Se réconcilier avec l''orthographe - Niveau 2 : consolider ses acquis en langue française,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/se-reconcilier-avec-lorthographe-niveau-2-consolider-ses-acquis-en-langue-francaise,"reconcilier, orthographe, niveau, consolider, acquis, langue, francaise"
CEGOS_DomaineF-09-01-01,CEGOS_DomaineF-09-01,Comptable d''entreprise,,,,0,,https://www.cegos.fr/formations/comptabilite-fiscalite/comptable-dentreprise,"comptable, entreprise"
CEGOS_DomaineF-09-01-02,CEGOS_DomaineF-09-01,Les fondamentaux de la comptabilité générale,,,,0,,https://www.cegos.fr/formations/comptabilite-fiscalite/les-fondamentaux-de-la-comptabilite-generale,"fondamentaux, comptabilite, generale"
CEGOS_DomaineF-09-01-03,CEGOS_DomaineF-09-01,Pratique de la comptabilité générale - Niveau 1,,,,0,,https://www.cegos.fr/formations/comptabilite-fiscalite/pratique-de-la-comptabilite-generale-niveau-1,"pratique, comptabilite, generale, niveau"
CEGOS_DomaineF-09-01-04,CEGOS_DomaineF-09-01,Pratique de la comptabilité générale - Niveau 2,,,,0,,https://www.cegos.fr/formations/comptabilite-fiscalite/pratique-de-la-comptabilite-generale-niveau-2,"pratique, comptabilite, generale, niveau"
CEGOS_DomaineF-09-01-05,CEGOS_DomaineF-09-01,Pratique de la comptabilité générale - Niveau 3,,,,0,,https://www.cegos.fr/formations/comptabilite-fiscalite/pratique-de-la-comptabilite-generale-niveau-3,"pratique, comptabilite, generale, niveau"
CEGOS_DomaineF-09-01-06,CEGOS_DomaineF-09-01,Monter le bilan et la liasse fiscale,,,,0,,https://www.cegos.fr/formations/comptabilite-fiscalite/monter-le-bilan-et-la-liasse-fiscale,"monter, bilan, liasse, fiscale"
CEGOS_DomaineF-09-01-07,CEGOS_DomaineF-09-01,Réaliser la clôture comptable et mettre en œuvre une démarche de révision,,,,0,,https://www.cegos.fr/formations/comptabilite-fiscalite/realiser-la-cloture-comptable-et-mettre-en-oeuvre-une-demarche-de-revision,"realiser, cloture, comptable, mettre, oeuvre, demarche, revision"
CEGOS_DomaineF-09-01-08,CEGOS_DomaineF-09-01,"Préparer, établir et clôturer les comptes annuels",,,,0,,https://www.cegos.fr/formations/comptabilite-fiscalite/preparer-etablir-et-cloturer-les-comptes-annuels,"preparer, etablir, cloturer, comptes, annuels"
CEGOS_DomaineF-09-01-09,CEGOS_DomaineF-09-01,Comptabilité analytique : décider sur la base de coûts pertinents,,,,0,,https://www.cegos.fr/formations/controle-de-gestion-et-pilotage-de-la-performance/comptabilite-analytique-decider-sur-la-base-de-couts-pertinents,"comptabilite, analytique, decider, base, couts, pertinents"
